Customer_ID,Age,Gender,Category,Rating,Feedback
C0447,48,Female,Delivery,3,The experience was average. There were both good and bad parts.
C0448,44,Other,Delivery,5,The service was excellent and the staff were very helpful.
C0449,56,Male,Delivery,5,I am happy with the service and would use it again.
C0450,54,Female,Service Quality,1,The product did not meet my expectations.
C0451,28,Other,Service Quality,5,Amazing service and very easy to use.
C0452,27,Other,Product Quality,1,I had a bad experience and would not recommend this service.
C0453,30,Female,Website/App,3,The product arrived as expected.
C0454,44,Other,Product Quality,4,I am happy with the service and would use it again.
C0455,48,Other,Service Quality,1,The product quality was poor and delivery was very late.
C0456,51,Female,Billing,3,My experience was neither very good nor very bad.
C0457,51,Male,Delivery,5,The product met my expectations and arrived on time.
C0458,52,Male,Billing,3,The support team answered my question.
C0459,57,Male,Product Quality,5,The support team resolved my issue quickly and politely.
C0460,53,Male,Product Quality,5,The support team resolved my issue quickly and politely.
C0461,36,Other,Product Quality,4,The product met my expectations and arrived on time.
C0462,38,Male,Delivery,4,The support team resolved my issue quickly and politely.
C0463,36,Female,Billing,4,Amazing service and very easy to use.
C0464,43,Male,Product Quality,3,The support team answered my question.
C0465,23,Male,Website/App,4,The product met my expectations and arrived on time.
C0466,31,Female,Billing,3,The service worked as expected.
C0467,35,Female,Customer Support,4,I am happy with the service and would use it again.
C0468,33,Female,Customer Support,4,Excellent customer support and a very good experience.
C0469,32,Other,Product Quality,1,The service was frustrating and confusing.
C0470,39,Other,Website/App,2,The product quality was poor and delivery was very late.
C0471,18,Other,Product Quality,4,The product met my expectations and arrived on time.
C0472,48,Other,Product Quality,5,The support team resolved my issue quickly and politely.
C0473,38,Male,Service Quality,1,I had a bad experience and would not recommend this service.
C0474,59,Other,Product Quality,4,The service was excellent and the staff were very helpful.
C0475,29,Male,Product Quality,5,The service was excellent and the staff were very helpful.
C0476,43,Male,Product Quality,5,The support team resolved my issue quickly and politely.
C0477,20,Female,Delivery,4,I had a great experience and would definitely recommend this service.
C0478,39,Male,Website/App,5,Excellent customer support and a very good experience.
C0479,51,Male,Product Quality,5,The product met my expectations and arrived on time.
C0480,35,Female,Customer Support,3,My experience was neither very good nor very bad.
C0481,59,Male,Service Quality,2,The overall experience was poor and difficult to use.
C0482,36,Other,Service Quality,5,The product quality was excellent and delivery was quick.
C0483,57,Other,Website/App,5,Excellent customer support and a very good experience.
C0484,38,Female,Website/App,4,The product quality was excellent and delivery was quick.
C0485,26,Male,Delivery,5,The service was excellent and the staff were very helpful.
C0486,34,Male,Product Quality,4,The support team resolved my issue quickly and politely.
C0487,39,Male,Billing,5,The service was excellent and the staff were very helpful.
C0488,34,Other,Delivery,4,The service was excellent and the staff were very helpful.
C0489,60,Female,Website/App,3,The product was satisfactory for the price.
C0490,50,Other,Delivery,4,The support team resolved my issue quickly and politely.
C0491,41,Other,Product Quality,3,The product arrived as expected.
C0492,48,Female,Website/App,5,I am happy with the service and would use it again.
C0493,41,Male,Service Quality,4,The product met my expectations and arrived on time.
C0494,52,Other,Product Quality,5,I am happy with the service and would use it again.
C0495,23,Other,Website/App,4,I loved the overall experience. The process was simple.
C0496,22,Other,Customer Support,1,Customer support was slow and unhelpful.
C0497,50,Female,Billing,4,The product quality was excellent and delivery was quick.
C0498,38,Other,Website/App,2,Very dissatisfied with the service. The process was frustrating.
C0499,55,Male,Customer Support,5,The product met my expectations and arrived on time.
C0500,21,Male,Product Quality,4,The product met my expectations and arrived on time.
C0309,36,Female,Website/App,1,The overall experience was poor and difficult to use.
C0014,24,Male,Delivery,4,I loved the overall experience. The process was simple.
C0415,57,Other,Customer Support,4,The product quality was excellent and delivery was quick.
C0033,18,Other,Delivery,4,I had a great experience and would definitely recommend this service.
C0461,36,Other,Product Quality,4,The product met my expectations and arrived on time.
